SKU	StockLevel
6526121114L	7
6526121114S	6
6526221114L	0
6526221114S	27
2012114109	15
20121141010	10
20121141011	11
20121141012	9
20121141013	15
20121141014	5
20121141015	0
2012114107	6
2012114108	7
23354221740	11
23354221741	22
23354221742	71
23354221743	100
23354221744	100
23354221745	100
23354221746	72
23354221747	23
23354221748	11
2441821110040	0
2441821110041	0
2441821110042	1
2441821110043	0
2441821110044	0
2441821110045	0
2441821110046	0
2441821110047	0
2441821110048	0
3150321123648	0
3150321123650	0
3150321123652	0
3150321123654	0
3150321123656	0
3150321123658	0
3150321123660	0
31035211248	3
31035211250	25
31035211252	65
31035211254	61
31035211256	66
31035211258	30
31035211260	10
320752190183XL	13
320752190184XL	1
32075219018L	38
32075219018M	49
32075219018S	20
32075219018XL	21
32075219018XXL	12
321202112L	8
321202112M	4
321202112S	9
321202112XL	9
321202112XXL	23
32075211553XL	37
32075211554XL	0
3207521155L	100
3207521155M	100
3207521155S	56
3207521155XL	100
3207521155XXL	57
3328520720230	0
3328520720231	0
3328520720232	0
3328520720233	0
3328520720234	0
3328520720236	0
3328520720238	0
3523722103XL	55
352372210L	100
352372210M	100
352372210S	1
352372210XL	100
352372210XXL	100
3523822103XL	25
352382210L	81
352382210M	69
352382210S	5
352382210XL	80
352382210XXL	59
3523922103XL	6
352392210L	78
352392210M	52
352392210S	0
352392210XL	67
352392210XXL	50
355872211003XL	19
35587221100L	53
35587221100M	45
35587221100S	3
35587221100XL	21
35587221100XXL	23
3306121123XL	1
3306121124XL	0
330612112L	1
330612112M	0
330612112S	1
330612112XL	0
330612112XXL	0
332591811003XL	0
33259181100L	0
33259181100M	0
33259181100XL	0
33259181100XXL	0
353602210L	57
353602210M	70
353602210S	67
353602210XL	11
353602210XS	28
35375221793L	23
35375221793M	12
35375221793S	5
35375221793XL	11
35375221793XS	1
352912110303XL	5
35291211030L	14
35291211030M	6
35291211030S	3
35291211030XL	10
35291211030XXL	8
352912111003XL	29
35291211100L	100
35291211100M	97
35291211100S	4
35291211100XL	96
35291211100XXL	71
47580910	0
6504619104XL	15
650461910XL	13
650611910M	22
650611910XL	16
650621910M	35
650621910XL	47
650681813L	0
650681813M	0
650681813S	0
650681813XL	0
650681813XXL	0
6108121132	0
8303021110L	20
8303021110M	24
8303021110S	13
8303021110XL	4
8303021110XS	1
8303021110XXL	0
83030211187L	70
83030211187M	73
83030211187S	47
83030211187XL	40
83030211187XS	11
83030211187XXL	6
83038211185L	6
83038211185M	16
83038211185S	25
83038211185XL	18
83038211185XS	0
83038211185XXL	0
83054221997L	59
83054221997M	66
83054221997S	50
83054221997XL	39
83054221997XS	10
83054221997XXL	6
24410141039	0
25403171039065	0
2540317103907	0
25403171039075	0
2540317103908	0
310771981060	0
3111016123946	0
322711810L	0
1032720303020XXL	0
C80CPL	4
C80DPL	89
C80PPL	12
I30CPL	7
I30DPL	59
I40CPL	0
I40DPL	79
I40IVB	0
I40IVG	0
I40IVS	0
I40PPL	6
I40SV	60
NW416	100
M182800080	0
M182800305	25
M182800307	45
M182809912	45
M182809922	8
TW191601S08	10
TW191601S10	6
TW191601S12	15
TW191601S14	10
TW191601S16	22
TW191601S18	1
TW191601S20	9
NW153	100
OX720	100
10158100110M	0
121172002690L	0
121172002690M	0
121172002690S	0
121172002690XL	0
121172002690XXL	0
12117200310L	0
12117200310M	0
12117200310S	0
12117200310XL	0
12117200310XXL	0
12117200318L	0
12117200318M	0
12117200318S	0
12117200318XL	0
12117200318XXL	0
12117200370L	0
12117200370M	0
12117200370S	0
12117200370XL	0
12117200370XXL	0
1211720041026L	0
1211720041026M	0
1211720041026S	0
1211720041026XL	0
1211720041026XXL	0
12117200410L	0
12117200410M	0
12117200410XL	0
12117200410XXL	0
1211720121095L	0
1211720121095M	0
1211720121095XL	0
1211720121095XXL	0
1211720241020L	0
1211720241020M	0
1211720241020XL	0
1211720241020XXL	0
1211720241126L	0
1211720241126M	0
1211720241126S	0
1211720241126XL	0
1211720241126XXL	0
1211720242010L	0
1211720242010M	0
1211720242010S	0
1211720242010XL	0
1211720242010XXL	0
355831712XL	0
EL330	100
EL332	100
EL333	100
EL331	100
EL344	0
EL345	100
EL328	0
EL329	100
OX885	70
OX886	100
OX887	100
OX888	100
OX889	25
OX890	65
OX891	100
OX892	100
OX893	100
OX894	0
OX895	80
OX896	100
OX897	100
OX898	100
OX899	27
22245161246	0
3123218110056	0
OX722	100
LK292	100
35565171240XXL	0
3207517105XL	0
3502612125L	0
LK220	100
OX261	0
2540317103905	0
2540317110105	0
2540317110106	0
25403171101065	0
3103518110050	0
3103518110052	0
3103518110054	0
M181302102	0
SM2101012XL	100
SM2101013XL	100
SM2101014XL	93
SM2101015XL	93
SM210101L	100
SM210101M	100
SM210101S	100
SM210101XL	100
SM2101022XL	100
SM2101023XL	100
SM2101024XL	89
SM2101025XL	76
SM210102L	100
SM210102M	100
SM210102S	100
SM210102XL	100
SM2102012XL	100
SM2102013XL	100
SM2102014XL	100
SM2102015XL	65
SM210201L	100
SM210201M	100
SM210201S	100
SM210201XL	100
SM2102022XL	100
SM2102023XL	58
SM2102024XL	40
SM2102025XL	48
SM210202L	100
SM210202M	100
SM210202S	20
SM210202XL	100
SM210301R2XL	100
SM210301R3XL	100
SM210301R4XL	100
SM210301R5XL	100
SM210301RL	100
SM210301RM	100
SM210301RS	100
SM210301RXL	100
EL335	100
EL336	100
EL339	100
LK169	0
KJ63231	0
2654018109	0
M1055356153	0
M1055356154	0
M1055356155	0
M1055356156	0
M1055356157	0
M1055356158	0
M1055356159	0
M105535623	0
M105535624	0
M105535625	0
M105535626	0
M105535627	0
M105535633	0
M105535634	0
M105535635	0
M105535636	0
M105535637	0
M105535638	0
M105535639	0
M105541803	0
M105541804	0
M105541805	0
M105541806	0
M105541807	0
M105541808	0
EL359	100
EL360	100
EL361	94
EL362	100
M108531593	0
M108531594	0
M108531595	0
M108531596	0
M108531597	0
M108531598	0
355831712L	0
R16PL	0
R16PM	0
R16PS	0
R16PXL	0
EL350	0
LK100	100
LK113	100
LK115	100
610252210	8
352681713L	0
3527917125XL	0
352561610XL	0
610702010	0
3556622123XL	3
355662212L	2
355662212M	3
355662212S	6
355662212XL	0
355662212XXL	4
OX737	100
31506171052	0
EL337	100
LK221	100
LK222	100
LK223	100
LK224	100
LK225	100
LK745	3
LK746	18
LK747	0
OX284	100
OX285	100
OX286	0
OX287	100
OX289	100
OX290	100
OX291	100
OX295	100
OX296	0
OX249	100
OX262	100
OX263	100
OX264	100
OX265	100
OX266	0
OX267	7
OX268	66
OX269	17
OX270	100
OX271	0
OX272	0
OX273	30
OX274	21
OX275	68
OX276	0
OX277	0
OX278	0
BM17010242	0
GM2162012XL	100
GM2162013XL	5
GM216201L	100
GM216201M	100
GM216201S	8
GM216201XL	100
RM2140012XL	100
RM214001L	0
RM214001S	100
RM2140022XL	100
RM214002L	100
RM214002S	100
RM2141012XL	100
RM214101L	100
RM214101S	100
OX723	100
SM210301L2XL	54
SM210301L3XL	39
SM210301L4XL	31
SM210301L5XL	36
SM210301LL	69
SM210301LM	62
SM210301LS	32
SM210301LXL	51
SM210301S2XL	56
SM210301S3XL	60
SM210301S4XL	27
SM210301S5XL	29
SM210301SL	100
SM210301SM	94
SM210301SS	15
SM210301SXL	100
SM2241012XL	70
SM2241013XL	34
SM2241014XL	35
SM2241015XL	38
SM224101L	73
SM224101M	80
SM224101S	42
SM224101XL	67
SM2241022XL	82
SM2241023XL	51
SM2241024XL	34
SM2241025XL	27
SM224102L	79
SM224102M	100
SM224102S	33
SM224102XL	78
TM2112012XL	100
TM2112013XL	24
TM2112014XL	25
TM2112015XL	11
TM211201L	100
TM211201M	100
TM211201S	51
TM211201XL	100
TM2112022XL	100
TM2112023XL	68
TM2112024XL	19
TM2112025XL	27
TM211202L	100
TM211202M	100
TM211202S	84
TM211202XL	100
TM2112032XL	79
TM2112033XL	12
TM2112034XL	0
TM2112035XL	0
TM211203L	100
TM211203M	100
TM211203S	26
TM211203XL	100
362442211003XL	8
36244221100L	42
36244221100M	26
36244221100S	7
36244221100XL	36
36244221100XXL	20
LK279B	55
320801610S	0
330811811004XL	0
3329721120230	11
3329721120232	27
3329721120234	22
3329721120236	24
3329721120238	29
3329721120240	16
TM2043032XL	39
TM2043033XL	26
TM2043034XL	4
TM2043035XL	6
TM204303L	48
TM204303M	39
TM204303S	43
TM204303XL	33
TM1931042XL	67
TM1931043XL	11
TM1931044XL	27
TM1931045XL	35
TM193104L	100
TM193104M	100
TM193104S	49
TM193104XL	100
I90DPL	0
22431151039	0
C91TEB2XL	0
C91TEBL	0
C91TEBM	1
C91TEBS	0
C91TEBXL	1
C91TEBXS	0
C91TER2XL	0
C91TERL	0
C91TERM	1
C91TERS	0
C91TERXL	0
C91TERXS	0
C91TEU2XL	0
C91TEUL	0
C91TEUM	0
C91TEUS	0
C91TEUXL	0
C91TEUXS	0
C91TEY2XL	0
C91TEYL	0
C91TEYM	0
C91TEYS	0
C91TEYXL	0
C91TEYXS	0
CLYSTBM	0
CLYSTBS	0
CLYSTPM	0
CLYSTPS	0
CLYSTRM	0
CLYSTRS	0
CLYSTYM	0
CLYSTYS	0
C5IB2XL	0
C5IBL	0
C5IBM	0
C5IBS	0
C5IBXL	0
C5IBXS	0
C5IR2XL	0
C5IRL	0
C5IRM	0
C5IRS	0
C5IRXS	0
C5IY2XL	0
C5IYL	0
C5IYM	0
C5IYS	0
C5IYXL	0
C5IYXS	0
C70LAR2XL	0
C70LARL	1
C70LARM	0
C70LARS	0
C70LARXL	1
C70LARXS	0
C70LAU2XL	0
C70LAUL	0
C70LAUM	0
C70LAUS	0
C70LAUXL	0
C70LAUXS	0
C70LAY2XL	0
C70LAYL	0
C70LAYM	0
C70LAYS	0
C70LAYXL	0
C70LAYXS	0
C70SG2XL	0
C70SGL	1
C70SGM	0
C70SGS	1
C70SGXL	0
C70SGXS	0
C70SPM	0
C70SPS	0
C70SPXS	0
C70SR2XL	0
C70SRL	0
C70SRM	0
C70SRS	0
C70SRXL	0
C70SRXS	1
C70SY2XL	0
C70SYL	0
C70SYM	0
C70SYS	1
C70SYXL	0
C70SYXS	1
CX2CRB2XL	0
CX2CRBL	0
CX2CRBM	0
CX2CRBOL	1
CX2CRBOM	0
CX2CRBOS	2
CX2CRBOXL	7
CX2CRBOXS	0
CX2CRBS	0
CX2CRBXL	0
CX2CRBXS	5
CX2CRUL	25
CX2CRUM	14
CX2CRUS	4
CX2CRUXL	8
CX2CRUXS	0
CX2FG2XL	5
CX2FGL	41
CX2FGM	32
CX2FGS	17
CX2FGXL	24
CX2FGXS	5
CXY2CRBOL	7
CXY2CRBOM	6
CXY2CRBOS	7
CXY2CRBOXL	16
CXY2CRFL	17
CXY2CRFM	14
CXY2CRFS	14
CXY2CRFXL	25
F70TO2XL	0
F70TOL	0
F70TOM	0
F70TOS	1
F70TOXL	0
F70TOXS	0
F70TR2XL	0
F70TRL	0
F70TRM	0
F70TRS	0
F70TRXL	0
F70TRXS	0
F70TU2XL	0
F70TUL	0
F70TUM	0
F70TUS	0
F70TUXL	0
F70TUXS	0
I40PB2XL	0
I40PBL	0
I40PBM	7
I40PBS	17
I40PBXL	0
I40PBXS	1
I40PPM	0
I40PPS	0
I40PPXS	0
I40PY2XL	0
I40PYL	0
I40PYM	24
I40PYS	23
I40PYXL	0
I40PYXS	5
F70KAYM	0
F70KAYS	0
F70KAYXL	0
F70KAYXS	0
F70KEB2XL	0
F70KEBL	0
F70KEBM	1
F70KEBS	0
F70KEBXL	0
F70KEBXS	1
F70KEO2XL	0
F70KEOL	0
F70KEOM	0
F70KEOS	0
F70KEOXL	0
F70KEOXS	0
F70KER2XL	0
F70KERL	0
F70KERM	0
F70KERS	0
F70KERXL	0
F70KERXS	0
F70KEU2XL	0
F70KEUL	1
F70KEUM	0
F70KEUS	0
F70KEUXL	0
F70KEUXS	0
F70SR2XL	11
F70SRL	61
F70SRM	83
F70SRS	41
F70SRXL	21
F70SRXS	9
F70CMB2XL	0
F70CMBL	0
F70CMBM	0
F70CMBS	0
F70CMBXL	0
F70CMBXS	0
F70KAG2XL	0
F70KAGL	0
F70KAGM	0
F70KAGS	2
F70KAGXL	0
F70KAGXS	0
F70KAW2XL	0
F70KAWL	0
F70KAWM	0
F70KAWS	0
F70KAWXL	0
F70KAWXS	0
F70KAY2XL	0
F70KAYL	0
I100MBS	100
I100MBXL	100
I100MBXS	52
I100T2XL	0
I100TL	88
I100TM	100
I100TS	47
I100TXL	43
I100TXS	12
I100W2XL	16
I100WL	100
I100WM	100
I100WS	53
I100WXL	69
I100WXS	24
I20MB2XL	11
I20MBL	100
I20MBM	100
I20MBS	42
I20MBXL	51
I20MBXS	14
I100MB2XL	21
I100MBL	100
I100MBM	100
I50SR2XL	3
I50SRL	47
I50SRM	61
I50SRS	29
I50SRXL	34
I50SRXS	9
I70REB2XL	0
I70REBL	0
I70REBM	0
I70REBS	0
I70REBXL	0
I70REBXS	0
I70REPM	0
I70REPS	0
I70REPXS	0
I70RER2XL	0
I70RERL	0
I70RERM	0
I70RERS	0
I70RERXL	0
I70RERXS	0
I70REU2XL	0
I70REUL	0
I70REUM	0
I70REUS	0
I70REUXL	0
I70REUXS	0
R16EUL	0
R16EUM	0
R16EUS	0
R16EUXL	0
R16EUXS	0
R16EW2XL	0
R16EWL	0
R16EWM	0
R16EWS	0
R16EWXL	0
R16EWXS	0
R16GGL	0
R16GGM	0
R16GGS	0
R16GGXL	0
R16GGXS	0
R16TU2XL	0
R16TUL	0
R16TUM	0
R16TUS	0
R16TUXL	1
R16TUXS	0
R16TY2XL	0
R16TYL	0
R16TYM	0
R16TYS	0
R16TYXL	0
R16TYXS	0
RP1AL	0
RP1AM	0
RP1AS	0
RP1AXL	0
RP1AXS	0
RP1MBL	26
RP1MBM	25
RP1MBS	1
RP1MBXL	22
RP1MBXS	3
RP1PEUL	0
RP1PEUM	0
RP1PEUS	0
RP1PEUXL	1
RP1PEUXS	0
RP1RA2XL	1
RP1RAL	100
RP1RAM	100
RP1RAS	21
RP1RAXL	44
RP1RAXS	8
RP1SRL	0
RP1SRM	0
RP1SRS	0
RP1SRXL	0
RP1SRXS	0
RP1SUL	0
RP1SUM	0
RP1SUS	0
RP1SUXL	0
RP1SUXS	0
RP1SYL	0
RP1SYM	0
RP1SYS	0
RP1SYXL	0
RP1SYXS	0
RP1W2XL	2
RP1WL	29
RP1WM	49
RP1WS	47
RP1WXL	29
RP1WXS	18
R16AVRL	0
R16AVRM	0
R16AVRS	0
R16AVRXL	0
R16AVRXS	0
R16BLB2XL	0
R16BLBL	0
R16BLBM	0
R16BLBS	0
R16BLBXL	0
R16BLBXS	0
R16BLG2XL	0
R16BLGL	0
R16BLGM	0
R16BLGS	0
R16BLGXL	0
R16BLGXS	0
R16BLR2XL	0
R16BLRL	0
R16BLRM	0
R16BLRS	0
R16BLRXL	0
R16BLRXS	0
R16EB2XL	0
R16EBL	0
R16EBM	0
R16EBS	0
R16EBXL	0
R16EBXS	0
R16EU2XL	0
R70EPM	19
R70EPS	0
R70EPXS	0
R70ER2XL	0
R70ERL	69
R70ERM	59
R70ERS	13
R70ERXL	15
R70ERXS	0
R70EW2XL	0
R70EWL	55
R70EWM	54
R70EWS	0
R70EWXL	0
R70EWXS	0
R70STB2XL	0
R70STBL	0
R70STBM	0
R70STBS	0
R70STBXL	0
R70STBXS	0
R70STW2XL	0
R70STWL	0
R70STWM	0
R70STWS	0
R70STWXL	0
R70STWXS	0
R70STY2XL	0
R70STYL	1
R70STYM	0
R70STYS	0
R70STYXL	1
R70STYXS	0
V60B2XL	3
V60BL	4
V60BM	13
V60BS	3
V60BXL	4
V60BXS	4
V60MB2XL	6
V60MBL	3
V60MBM	13
V60MBS	12
V60MBXL	9
V60MBXS	4
V60OBL	7
V60OBM	15
V60OBS	5
V60OBXL	10
V60OBXS	0
V60OGL	7
V60OGM	7
V60OGS	5
V60OGXL	4
V60OGXS	0
V60OUL	5
V60OUM	5
V60OUS	4
V60OUXL	0
V60OUXS	0
V60SBL	0
V60SBM	0
V60SBS	0
V60SBXL	0
V60SBXS	0
V60SUL	7
V60SUM	6
V60SUS	5
V60SUXL	8
V60SUXS	0
V60W2XL	2
V60WL	17
V60WM	16
V60WS	5
V60WXL	9
V60WXS	6
GW211101L	38
GW211101M	0
GW211101S	0
GW211101XL	62
GW211101XS	0
GW211102L	68
GW211102M	9
GW211102S	60
GW211102XL	49
GW211102XS	25
GW211103L	0
GW211103M	0
GW211103S	0
GW211103XL	16
GW211103XS	0
M20403	0
M20467	0
M482809940	28
I100B2XL	18
I100BL	58
I100BM	63
I100BS	33
I100BXL	36
I100BXS	11
V60SO2XL	0
V60SOL	6
V60SOM	0
V60SOS	2
V60SOXL	1
V60SOXS	0
LK471	100
LK484	100
OX102	100
OX868	100
S3FEP021STIRAE02	6
S3FEP021STIRAE03	14
S3FEP021STIRAE04	0
S3FEP021STIRAE05	0
S3FEP021STIRAE06	0
S3FEP021STIRAE07	0
LK130	100
LK131	100
LK132	100
LK470B	6
OB106	100
OB111	100
OB116	100
LK472	54
LK473	0
LK474	0
LK480	12
LK481	10
LK482	17
LK741B	100
CA142	100
LK485	100
LK486	100
24470141046	0
LA2141012XL3XL	100
LA214101LXL	100
LA214101SM	100
LA2142012XL	81
LA2142013XL	0
LA214201L	0
LA214201M	0
LA214201S	18
LA214201XL	0
LA2143012XL	100
LA2143013XL	39
LA214301L	100
LA214301M	100
LA214301S	95
LA214301XL	100
LA2145012XL	71
LA2145013XL	0
LA214501L	44
LA214501M	28
LA214501S	19
LA214501XL	20
LA2194012XL3XL	100
LA219401LXL	100
LA219401SM	100
LA2195012XL	100
LA2195013XL	77
LA219501L	100
LA219501M	100
LA219501S	82
LA219501XL	100
2611820110010	34
26118201100105	0
2611820110011	21
26118201100115	58
2611820110012	18
26118201100125	15
2611820110013	0
26118201100135	0
2611820110014	0
261182011006	2
2611820110065	0
261182011007	0
2611820110075	2
261182011008	7
2611820110085	2
261182011009	0
2611820110095	0
261182099310	36
2611820993105	1
261182099311	50
2611820993115	37
261182099312	29
2611820993125	1
261182099313	16
2611820993135	2
261182099314	2
26118209937	0
261182099375	0
26118209938	20
261182099385	11
26118209939	17
261182099395	0
315651812358	0
322621610L	0
321681510392XL	0
LK382	20
LK383	18
LK384	11
31606171054	0
3103518110058	0
OL396	43
OXCA	100
BW21010136	97
BW21010137	100
BW21010138	100
BW21010139	100
BW21010140	100
BW21010141	100
BW21020236	73
BW21020237	86
BW21020238	100
BW21020239	77
BW21020240	100
BW21020241	32
BW21020136	100
BW21020137	100
BW21020138	100
BW21020139	100
BW21020140	100
BW21020141	61
M13120000003	0
M13120000004	0
M13120000005	24
M13120000006	0
M13120000007	0
M13120000008	0
M13120000113	0
M13120000114	0
M13120000115	0
M13120000116	0
M13120000117	0
M13120000118	0
M13120000133	0
M13120000134	0
M13120000135	0
M13120000136	0
M13120000137	0
M13120000138	0
OX721	100
360382213033XL	4
36038221303L	28
36038221303M	17
36038221303S	4
36038221303XL	29
36038221303XXL	19
42005206843XL	0
42005206844XL	0
4200520684L	0
4200520684M	0
4200520684S	0
4200520684XL	0
4200520684XXL	0
M180200450	100
323612211002XL	7
32361221100L	19
32361221100M	13
32361221100S	7
32361221100XL	8
32361221100XS	4
362452211003XL	3
36245221100L	13
36245221100M	8
36245221100S	2
36245221100XL	6
36245221100XXL	9
3100321103048	0
3100321103050	1
3100321103052	3
3100321103054	0
3100321103056	1
3100321103058	1
3100321103060	0
3100321103062	0
3100321103064	0
S3FEP021TANGOL02	0
S3FEP021TANGOL03	0
S3FEP021TANGOL04	0
S3FEP021TANGOL05	0
S3FEP021TANGOL06	0
S3FEP021TANGOL07	0
25102161011	0
OX288	0
31506171048	0
31650161356	0
BM21120140	65
BM21120141	100
BM21120142	100
BM21120143	100
BM21120144	100
BM21120145	100
BM21120146	100
BM21120147	94
BM21130240	47
BM21130241	100
BM21130242	100
BM21130243	100
BM21130244	100
BM21130245	100
BM21130246	100
BM21130247	100
TM2141012XL	83
TM2141013XL	34
TM2141014XL	24
TM2141015XL	11
TM214101L	100
TM214101M	67
TM214101S	34
TM214101XL	100
TM2141022XL	100
TM2141023XL	47
TM2141024XL	30
TM2141025XL	19
TM214102L	100
TM214102M	96
TM214102S	27
TM214102XL	100
OX239	100
OX833	100
OX755	100
OX756	100
OX793	100
OX910	50
OX911	100
OX912	100
OX913	100
OX914	100
OX915	100
OX916	62
OX917	100
OX918	100
OX919	97
OX920	82
DM209101S40	0
DM209102L30	13
DM209102L32	0
DM209102L34	0
DM209102L36	0
DM209102L38	0
DM209102L40	2
DM209102R30	50
DM209103S32	0
DM209103S34	0
DM209103S36	0
DM209103S38	0
DM209103S40	14
DM209201L30	3
DM209201L32	0
DM209201L34	0
DM209202R36	9
DM209202R38	0
DM209202R40	2
DM209202S30	0
DM209202S32	0
DM209202S34	0
DM209202S36	0
DM209202S38	0
DM209101R36	65
DM209101R38	86
DM209101R40	26
DM209101S30	0
DM209101S32	0
DM209101S34	0
DM209101S36	0
DM209101S38	13
DM209103L40	0
DM209103R30	86
DM209103R32	100
DM209103R34	81
DM209103R36	100
DM209103R38	100
DM209103R40	33
DM209103S30	0
DM209202L32	0
DM209202L34	0
DM209202L36	0
DM209202L38	3
DM209202L40	3
DM209202R30	57
DM209202R32	45
DM209202R34	0
DM209101L32	0
DM209101L34	0
DM209101L36	0
DM209101L38	5
DM209101L40	2
DM209101R30	79
DM209101R32	31
DM209101R34	44
DM209102S36	1
DM209102S38	0
DM209102S40	0
DM209103L30	5
DM209103L32	0
DM209103L34	0
DM209103L36	0
DM209103L38	0
DM209201R40	4
DM209201S30	0
DM209201S32	0
DM209201S34	0
DM209201S36	0
DM209201S38	0
DM209201S40	3
DM209202L30	1
DM209101L30	2
DM209102R32	0
DM209102R34	1
DM209102R36	1
DM209102R38	21
DM209102R40	32
DM209102S30	0
DM209102S32	0
DM209102S34	0
DM209201L36	0
DM209201L38	0
DM209201L40	7
DM209201R30	34
DM209201R32	21
DM209201R34	0
DM209201R36	7
DM209201R38	24
DM209203S36	0
DM209203S38	1
DM209203S40	0
DM209203R32	4
DM209203R34	11
DM209203R36	44
DM209203R38	32
DM209203R40	16
DM209203S30	0
DM209203S32	0
DM209203S34	0
DM209202S40	0
DM209203L30	0
DM209203L32	0
DM209203L34	0
DM209203L36	0
DM209203L38	0
DM209203L40	7
DM209203R30	83
GM1972022XL	16
GM1972023XL	24
GM197202L	23
GM197202M	28
GM197202S	0
GM197202XL	28
RM221102SS	21
RM221102SXL	36
RM221102LS	12
RM221102LXL	18
RM221102R2XL	89
RM221102R3XL	50
RM221102R4XL	22
RM221102R5XL	18
RM221102RL	100
RM221102RM	98
RM221102RS	33
RM221102RXL	94
RM221102S2XL	9
RM221102S3XL	15
RM221102S4XL	23
RM221102S5XL	21
RM221102SL	23
RM221102SM	38
RM221102L2XL	3
RM221102L3XL	19
RM221102L4XL	9
RM221102L5XL	19
RM221102LL	15
RM221102LM	4
TW19310320	55
TW19310308	91
TW19310310	100
TW19310312	100
TW19310314	100
TW19310316	100
TW19310318	88
TW22410108	19
TW22410110	100
TW19320310	100
TW19320312	100
TW19320314	100
TW19320316	100
TW19320318	66
TW19320320	62
TW19320308	100
TW22410112	89
TW22410114	100
TW22410116	73
TW22410118	54
TW22410120	36
TW22410208	22
TW22410210	85
TW22410212	47
TW22410214	59
TW22410216	60
TW22410218	28
TW22410220	35
TW228101L06	0
TW228101L08	0
TW228101L10	0
TW228101L12	0
TW228101S10	0
TW228101S12	0
TW228101S14	0
TW228101S16	0
TW228101S18	0
TW228101S20	0
TW228101S22	0
TW228101L14	0
TW228101L16	0
TW228101L18	0
TW228101L20	0
TW228101L22	0
TW228101R06	0
TW228101R08	0
TW228101R10	0
TW228101R12	0
TW228101R14	1
TW228101R16	0
TW228101R18	0
TW228101R20	0
TW228101R22	0
TW228101S06	0
TW228101S08	0
LK135	100
LK136	100
LK137	100
OL493A	0
OL493B	0
OL493C	0
10385102510XXL	0
11395116570M	0
11395116570XXL	0
11397221510L	0
2544519111810	100
25445191118105	3
2544519111811	100
25445191118115	100
2544519111812	18
25445191118125	100
2544519111813	25
25445191118135	12
2544519111814	2
254451911186	0
2544519111865	1
254451911187	0
2544519111875	17
254451911188	44
2544519111885	95
254451911189	100
2544519111895	25
GM2191012XL	0
GM2191013XL	0
GM219101L	0
GM219101M	0
GM219101S	0
GM219101XL	0
GM2191022XL	0
GM2191023XL	0
GM219102L	0
GM219102M	0
GM219102S	0
GM219102XL	0
M10557180233	0
M10557180234	0
M10557180235	0
M111730712813	0
M111730712814	28
M111730712815	0
M111730712816	0
M11173077633	4
M11173077634	0
M11173077635	0
M11173077636	0
M105520503	0
M105520504	9
M105520505	27
M105520506	20
M105520507	0
M105520508	0
M105520513	5
M105520514	0
M105520515	14
M105520516	16
M105520517	0
M105520518	0
M10557180236	0
M10557180237	0
M10557180238	0
M11175280113	0
M11175280114	22
M11175280115	45
M11175280116	53
M11175280117	0
M11175280118	0
M11175280413	0
M11175280414	13
M11175280415	53
M11175280416	27
M11175280417	0
M11175280418	0
M11175280613	6
M11175280614	28
M11175280615	80
M11175280616	89
M11175280617	19
M11175280618	0
M11175281433	0
M11175281434	24
M11175281435	44
M11175281436	12
M11175281437	0
M11175281438	0
M111769701113	8
M111769701114	0
M111769701115	0
M11176970113	0
M11176970114	0
M11176970115	48
M11176970116	38
M11176970117	12
M11176970118	0
M11177810133	0
M11177810134	0
M11177810135	0
M11177810136	0
M11177810137	0
M11177810138	0
M12727770003	11
M12727770004	15
M12727770005	56
M12727770006	37
M12727770007	2
M12727770008	0
M127277701233	10
M127277701234	13
M127277701235	32
M127277701236	0
M127277701237	0
M127277701238	0
M127277701633	11
M127277701634	32
M127277701635	50
M127277701636	45
M127277701637	16
M127277701638	0
LK102	100
LK408	100
OX757	100
OX378	100
OX379	100
OX380	100
OX381	100
OX382	100
OX383	100
OX384	100
OX385	100
OX386	0
OX387	100
OX388	100
OX389	100
TK220101L	1
TK220101M	0
TK220101S	1
TK220101XL	0
TK220101XS	1
TK220201L	0
TK220201M	0
TK220201S	0
TK220201XL	0
TK220201XS	0
352681713M	0
352681713XL	0
352681713XXL	0
352681713XXXL	0
2223017132144	0
352681713S	0
320471811904XL	0
31008221046	0
31008221048	4
31008221050	18
31008221052	39
31008221054	46
31008221056	39
31008221058	25
31008221060	2
31008221062	0
31008221064	0
3100822110046	0
3100822110048	2
3100822110050	13
3100822110052	16
3100822110054	7
3100822110056	13
3100822110058	8
3100822110060	6
312062211044	4
312062211046	0
312062211048	12
312062211050	25
312062211052	1
312062211054	18
312062211056	3
312062211058	19
312062211060	7
3302022103XL	11
3302022104XL	0
330202210L	39
330202210M	42
330202210S	14
330202210XL	34
330202210XXL	30
LK487	7
LK488	0
LK489	3
OX830	100
OX831	100
42009221910L	62
42009221910M	41
42009221910S	19
42009221910XL	50
42009221910XXL	35
420092219103XL	9
420092219104XL	3
RP1CV	100
RP1DV	81
RP1LSV	0
3120522110054	54
3120522110056	38
3120522110058	16
3120522110060	24
3130522110038	5
3130522110040	14
3130522110042	7
3130522110044	13
3130522110046	19
3130522110048	4
3130522110050	0
3120522110044	38
3120522110046	45
3120522110048	74
3120522110050	100
3120522110052	59
312072211044	2
312072211046	3
312072211048	0
312072211050	0
312072211052	0
312072211054	0
312072211056	0
312072211058	0
312072211060	1
M105500049	0
OX837	100
OX758	100
31007221046	0
31007221048	2
31007221050	5
31007221052	13
31007221054	17
31007221056	14
31007221058	8
31007221060	5
31007221062	0
31007221064	0
3100822123146	0
3100822123148	1
3100822123150	9
3100822123152	18
3100822123154	14
3100822123156	14
3100822123158	7
